,name,wins,kills,kdRatio,killstreak,level,losses,prestige,hits,timePlayed,headshots,averageTime,gamesPlayed,assists,misses,xp,scorePerMinute,shots,deaths,winRate,killsPerGame,deathsPerGame,assistsPerGame,hitRate,headshotRate,winRateAlt,kdRatioAlt
378,FaZe_Wuason#1587454,52,1245,1.0113728675873277,11,33,6,110,3515,179,183,6.392857142857142,28,296,14042,367795,93.08715083798884,17557,1231,0.896551724137931,44.464285714285715,43.964285714285715,10.571428571428571,0.20020504642023124,0.010423193028421712,2.987493698777769,3.3701012308433227
379,Phillip#9315911,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
380,KingBosss21#8522313,447,4248,0.9507609668755596,11,114,11,110,8812,1022,716,6.636363636363638,154,626,39459,1786015,57.813698630137,48271,4468,0.9759825327510917,27.584415584415584,29.01298701298701,4.064935064935065,0.1825526713761886,0.014832922458619047,4.915977758250857,4.788937926377148
381,B_Smis#3028067,108,2348,0.8607038123167156,10,33,11,17,9261,231,315,2.2,105,446,37203,369395,304.6805194805195,46464,2728,0.907563025210084,22.36190476190476,25.98095238095238,4.247619047619048,0.1993155991735537,0.0067794421487603305,4.223762334596744,4.0056814157514165
383,똥묻은똥구멍#9590512,1,27,0.9642857142857144,5,2,2,0,119,3,5,1.5,2,12,730,4375,161.0,849,28,0.3333333333333333,13.5,14.0,6.0,0.14016489988221437,0.005889281507656066,0.23104906018664842,0.6683919241113759
384,AceofSpades#2630802,33,698,0.8470873786407767,9,16,7,3,2863,81,106,2.4545454545454546,33,124,10629,107581,278.6,13492,824,0.825,21.151515151515152,24.96969696969697,3.757575757575758,0.21219982211680996,0.007856507560035577,2.884618738209846,2.961847424640295
386,DuKeEe55_#9631070,7,35,0.8536585365853658,4,4,2,0,71,9,3,4.5,2,4,298,13530,66.66666666666667,369,41,0.7777777777777778,17.5,20.5,2.0,0.19241192411924118,0.008130081300813009,0.5391144737688464,0.5917110077950752
388,Vallkill#4912827,40,139,0.4005763688760807,6,8,4,2,423,72,15,5.538461538461538,13,34,3930,41539,141.7,4353,347,0.9090909090909091,10.692307692307692,26.692307692307693,2.6153846153846154,0.09717436250861475,0.0034458993797381117,2.3317721431468517,1.0274580999629788
389,Exotic Booty#4314593,304,5488,0.552001609334138,9,53,8,13,15569,616,893,2.464,250,842,84398,897130,276.76655844155846,99967,9942,0.9743589743589743,21.952,39.768,3.368,0.15574139466023787,0.008932947872798023,5.379884996891419,3.0478553125355066
390,spm_abomb,54,1442,0.9369720597790772,10,25,7,6,5354,131,368,2.471698113207548,53,276,19726,223725,225.09618320610687,25080,1539,0.8852459016393442,27.20754716981132,29.037735849056602,5.2075471698113205,0.2134768740031898,0.01467304625199362,3.514684644783846,3.7200525921651453
391,anon69500511#1453074,17,148,0.5174825174825175,4,8,9,0,418,30,31,2.5,12,43,953,39249,225.94,1371,286,0.6538461538461539,12.333333333333334,23.833333333333332,3.5833333333333335,0.30488694383661563,0.02261123267687819,1.6247466556306156,1.285895748841343
393,doglos#8794757,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
394,Its MattMan69#1359113,91,2209,0.9304970513900592,11,32,6,12,10508,209,260,2.6455696202531644,79,593,46483,341668,245.8679425837321,56991,2374,0.9381443298969072,27.962025316455698,30.050632911392405,7.506329113924051,0.1843799898229545,0.004562123844115738,4.099172727572154,4.06575834292319
397,BO8OM8,15,306,0.7948051948051948,6,8,5,1,1538,37,57,1.761904761904762,21,71,5544,39715,305.1891891891892,7082,385,0.75,14.571428571428571,18.333333333333332,3.380952380952381,0.21717029087828296,0.008048573849195143,2.2833918282925674,2.419802249203552
398,PureTrigg#3987919,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
399,orelperets660#8567546,1,0,0.0,0,1,0,0,0,1,0,1.0,0,0,0,0,0.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
401,husing#2130979,107,989,0.7325925925925926,7,29,5,10,2471,144,247,3.891891891891892,37,209,17066,294480,104.99583333333334,19537,1350,0.9553571428571429,26.72972972972973,36.486486486486484,5.648648648648648,0.12647796488713722,0.012642677995598097,3.4497162201154645,2.645331715263065
403,K-B-52#9545142,0,0,0.0,0,1,0,2,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
404,Nawsen#5869218,2,23,0.5897435897435898,3,1,0,0,77,2,6,2.0,0,4,519,3130,296.4,596,39,1.0,0.0,0.0,0.0,0.12919463087248323,0.010067114093959731,0.0,0.0
405,G3NeRiiC#6149085,110,2334,0.985641891891892,13,33,7,10,8460,238,407,2.3564356435643563,101,514,31863,363660,259.4596638655462,40323,2368,0.9401709401709402,23.10891089108911,23.445544554455445,5.089108910891089,0.2098058180194926,0.010093495027651712,4.339002195320842,4.548856117528506
406,DennisNr47#4478803,0,18,0.5294117647058824,0,5,0,0,0,15,6,15.0,0,0,0,17675,0.0,0,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
409,broncofan1058#4886179,5,2,0.125,0,1,0,0,0,11,0,11.0,0,0,0,2350,0.0,0,16,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
410,poxamteus#1254265,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
412,hamis254-yt#2657177,0,12,0.6,0,2,0,2,0,5,5,5.0,0,0,0,6801,0.0,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
414,abovereal#9308272,1,1,0.5,0,1,0,0,0,1,0,1.0,0,0,0,525,0.0,0,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
415,KnaidelFrog8647#2971755,45,1169,0.8595588235294118,10,23,5,110,4193,93,214,2.735294117647059,34,279,20788,199490,235.43225806451613,24981,1360,0.9,34.38235294117647,40.0,8.205882352941176,0.16784756414875304,0.008566510548016493,3.1737244721545457,3.0311143038796273
417,mito2019jos#3787468,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
418,皇爷#6872041,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
419,BILLZBUBS#1889472,10,7,0.3684210526315789,0,2,0,0,0,10,1,10.0,0,0,0,4725,0.0,0,19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
420,DarkSoul#4443404,0,0,0.0,0,1,0,0,0,10,0,10.0,0,0,73,1675,10.62,73,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
421,JessXpress#4530800,95,1624,0.7796447431589054,8,24,7,10,6997,217,228,2.237113402061856,97,364,34536,220970,248.53548387096768,41533,2083,0.9313725490196079,16.742268041237114,21.47422680412371,3.752577319587629,0.16846844677726144,0.005489610671032673,4.26076022507668,3.566649365861495
422,ob-LIV-iouzZ#1836526,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
423,Xean_Vayns,15,222,1.0935960591133005,7,12,4,110,661,45,37,9.0,5,37,2914,70660,59.94666666666667,3575,203,0.7894736842105263,44.4,40.6,7.4,0.18489510489510488,0.01034965034965035,1.2706088782374476,1.7600749584254693
427,r_bamf_t,12,264,0.8148148148148148,10,7,3,0,1002,27,36,2.0769230769230766,13,42,3751,33190,284.02222222222224,4753,324,0.8,20.307692307692307,24.923076923076923,3.230769230769231,0.21081422259625499,0.007574163686092994,2.0519594859692294,2.0899587357094003
428,PlungerFace7987#6850818,7,126,0.3705882352941177,4,6,6,0,337,29,13,1.8125,16,36,2162,22840,253.51034482758615,2499,340,0.5384615384615384,7.875,21.25,2.25,0.13485394157663066,0.005202080832332933,1.4929323888983437,1.0274887617712132
429,AdaoBMF,257,1832,0.7241106719367589,8,41,5,33,5380,314,255,6.038461538461537,52,329,33591,551874,108.03821656050955,38971,2530,0.9809160305343512,35.23076923076923,48.65384615384615,6.326923076923077,0.13805137153267816,0.00654332708937415,3.8758383041046827,2.8611377440478956
430,stickos#1415761,199,6721,0.9774578243164632,22,104,9,111,22073,721,1155,4.774834437086093,151,1815,101906,1595695,113.4499306518724,123979,6876,0.9567307692307693,44.50993377483444,45.5364238410596,12.019867549668874,0.17803821614950918,0.009316093854604409,4.800185997721971,4.9041794332799755
432,H20keven#4917798,189,3402,0.972,13,36,10,15,11133,488,814,1.807407407407408,270,640,54253,439377,143.13196721311476,65386,3500,0.949748743718593,12.6,12.962962962962964,2.3703703703703702,0.17026580613587006,0.012449148135686539,5.317094222365291,5.441666144146421
433,Ninjadamorte#5255369,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
435,Kon-Jack13#7310706,0,11,0.282051282051282,0,3,0,110,0,19,1,19.0,0,16,0,8500,0.0,0,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
436,Sanaxz,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
445,thukiddo#3056630,307,5458,0.8975497451077126,11,47,8,44,16127,585,595,2.34,250,766,83680,706524,284.4,99807,6081,0.9746031746031746,21.832,24.324,3.064,0.16158185297624414,0.005961505706012604,5.381233338995903,4.955785839449455
446,Vader_fan2#3665167,185,3868,0.8341600172525341,10,48,6,110,11454,343,663,2.7886178861788617,123,1450,93154,739102,280.83148688046646,104608,4637,0.9685863874345549,31.447154471544714,37.699186991869915,11.788617886178862,0.1094944937289691,0.00633794738452126,4.6610162604392515,4.01413178489983
448,Soyuzzz#2655213,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
449,egwarsk24#4486045,34,294,0.4932885906040269,11,10,3,0,1302,45,51,4.090909090909091,11,58,8655,52905,276.26666666666665,9957,596,0.918918918918919,26.727272727272727,54.18181818181818,5.2727272727272725,0.1307622777945164,0.005122024706236818,2.203471331760665,1.1828543795347668
451,Karl LaFlame#4446419,3,1,0.0476190476190476,0,2,0,0,0,12,1,12.0,0,0,0,5616,0.0,0,21,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
453,Booty_patrol12,108,4795,0.966733870967742,15,45,9,110,11082,276,800,1.8523489932885904,149,750,61601,653880,208.71739130434784,72683,4960,0.9230769230769231,32.18120805369127,33.288590604026844,5.033557046979865,0.1524703163050507,0.011006700328825173,4.61902735933427,4.837484382461387
454,halcomb#2868353,220,4530,0.8740111904302528,13,42,9,52,9266,439,663,2.298429319371728,191,609,47031,582795,279.31571753986333,56297,5183,0.9606986899563319,23.717277486910994,27.13612565445026,3.18848167539267,0.16459136366058583,0.011776826473879603,5.045852201616849,4.590545751312219
455,fartbox#3535145,0,3,1.5,0,1,0,0,0,1,0,1.0,0,0,0,1475,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
456,Delicious#8777454,155,3992,1.0474940960377854,15,42,22,110,14523,396,848,1.9223300970873791,206,772,57613,585505,267.4318181818182,72136,3811,0.8757062146892656,19.37864077669903,18.5,3.7475728155339807,0.20132804702229123,0.011755572806920262,4.665654272103871,5.5809188312275015
457,WhiteNeko#3899778,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
458,MALAGITA99A#6166325,0,0,0.0,0,1,0,110,0,6,0,6.0,0,2,0,2450,0.0,0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
459,TinRyley#5192431,3,3,0.375,0,2,1,0,0,4,0,4.0,1,0,0,4446,0.0,0,8,0.75,3.0,8.0,0.0,0.0,0.0,0.0,0.0
460,rossee-prefixal#3061906,0,36,0.4044943820224719,0,6,0,110,0,19,15,19.0,0,21,0,24616,0.0,0,89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
461,ZonatePrince903#1147039,10,144,0.6457399103139013,7,5,4,0,544,19,16,3.1666666666666665,6,38,5949,18900,278.65263157894736,6493,223,0.7142857142857143,24.0,37.166666666666664,6.333333333333333,0.08378253503773295,0.0024641922069921452,1.2798281923057535,1.1570105989634076
462,DDayNW,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
463,Brough#4874228,298,5746,1.0458682198762286,17,76,13,111,20177,877,838,3.669456066945607,239,1292,62254,1196631,121.63854047890536,82431,5494,0.9581993569131833,24.0418410041841,22.98744769874477,5.405857740585774,0.24477441739151531,0.010166078295786779,5.247543853619261,5.727659186275657
464,PPlayer#5584433,0,0,0.0,0,1,0,14,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
465,Garkaa009#3787325,0,1,0.0833333333333333,0,1,0,0,0,4,0,4.0,0,0,0,1125,0.0,0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
466,女乔#6324320,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
468,Thek1224#7042438,0,0,0.0,0,1,0,0,0,1,0,1.0,0,0,0,500,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
472,alrightbuh97,140,3377,0.6695083267248215,8,40,9,61,10459,231,589,2.851851851851852,81,726,54670,527395,225.3428571428572,65129,5044,0.9395973154362416,41.69135802469136,62.27160493827161,8.962962962962964,0.16058898493758542,0.009043590412872914,4.129012628551285,2.9421203004220513
473,StillJoJoLiving#5676486,202,3427,0.8130486358244365,10,78,9,111,5035,804,484,8.04,100,431,41742,1216892,69.76417910447762,46777,4215,0.957345971563981,34.27,42.15,4.31,0.10763836928404985,0.010346965388973213,4.408741125922249,3.7442273374569846
474,한조#6598141,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
475,Take_Ur_Toes#8370051,78,1397,0.7870422535211268,9,28,8,29,4387,221,159,2.9864864864864864,74,270,16088,274710,137.93484162895928,20475,1775,0.9069767441860465,18.87837837837838,23.986486486486488,3.6486486486486487,0.21426129426129426,0.0077655677655677656,3.903686944999131,3.3874810902570287
478,AllGirlsTheSame#4862017,289,5601,0.8472243230978672,12,68,9,110,12862,636,889,3.4010695187165774,187,1068,64481,1096142,153.32452830188674,77343,6611,0.9697986577181208,29.951871657754012,35.35294117647059,5.711229946524064,0.16629817824496076,0.011494252873563218,5.073122115003274,4.431922456966047
479,TheBlackhart362#5119297,0,1,0.1666666666666666,0,1,0,110,0,2,0,2.0,0,1,0,1175,0.0,0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
480,gunrunner206,16,277,0.7936962750716332,14,15,8,0,1027,53,37,3.7857142857142856,14,68,4595,95760,189.8377358490566,5622,349,0.6666666666666666,19.785714285714285,24.928571428571427,4.857142857142857,0.18267520455353967,0.006581287797936678,1.7593715530768388,2.094609972216122
482,Vanila Concha#2298923,105,3663,1.0698014018691588,14,39,6,2,13188,224,567,1.982300884955752,113,610,44146,491450,317.84464285714284,57334,3424,0.9459459459459459,32.415929203539825,30.300884955752213,5.398230088495575,0.23002058115603308,0.00988941989046639,4.471853342025187,5.057366115637647
484,shoozy1122#5373905,23,441,0.7033492822966507,7,14,2,12,1588,69,71,4.6,15,108,14740,92221,173.80869565217392,16328,627,0.92,29.4,41.8,7.2,0.0972562469377756,0.004348358647721705,2.4914061850140334,1.90470516536854
485,Bacon780,356,6536,0.9534646243617796,13,57,8,110,26680,617,1200,2.592436974789916,238,1426,103168,983852,168.22949756888167,129848,6855,0.978021978021978,27.462184873949578,28.80252100840336,5.991596638655462,0.2054710122604892,0.009241574764339844,5.352000988535838,5.2176165022781555
486,Nacho libre7733#4783366,2,0,0.0,0,1,0,0,0,2,0,2.0,0,0,0,0,0.0,0,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
487,LaTeR_KiD-_-#5158276,3,4,1.0,0,1,0,0,0,3,2,3.0,0,0,0,2425,0.0,0,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
488,Stirx#3244159,0,18,0.8181818181818182,0,3,0,110,0,11,2,11.0,0,8,0,10395,0.0,0,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
489,drake27126#1689726,74,1864,0.9505354411014788,8,29,5,110,6816,167,352,2.609375,64,387,21652,291590,222.62514970059885,28468,1961,0.9367088607594937,29.125,30.640625,6.046875,0.23942672474357174,0.012364760432766615,3.895662635045768,3.9531657661307635
492,anouNL#5405149,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
494,Aeztka#2790735,388,11904,1.2116030534351143,19,98,9,28,33705,820,3261,3.025830258302583,271,1246,183137,1496304,228.62853658536585,216842,9825,0.9773299748110831,43.92619926199262,36.254612546125465,4.597785977859779,0.15543575506590052,0.015038599533300744,5.475118646099053,6.787544269084168
495,jtfindley#8503126,266,8187,0.8920244061887121,24,96,10,111,16557,854,1193,3.5882352941176467,238,1364,89765,1473432,174.34355971896954,106322,9178,0.9637681159420289,34.39915966386555,38.563025210084035,5.73109243697479,0.15572506160531216,0.011220631666070992,5.273999997089175,4.881398998185701
496,zarakii___kh#3119584,0,8,0.4444444444444444,0,2,0,110,0,9,2,9.0,0,2,0,6295,0.0,0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
498,zounait22#1342505,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
499,Wankpants#1335633,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
500,KaJlAcKa#3818704,15,281,0.9213114754098358,9,8,4,0,1086,31,26,2.2142857142857144,14,90,6211,36215,302.6129032258065,7297,305,0.7894736842105263,20.071428571428573,21.785714285714285,6.428571428571429,0.1488282855968206,0.003563108126627381,2.0834663128541515,2.431393802038975
501,dannybeyer14#9862072,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
502,Ucl-Markirre01#1052835,0,0,0.0,0,1,0,0,0,1,0,1.0,0,0,0,200,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
503,Frost_wreek#4831617,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
504,milesfarstjapan,7,191,0.8925233644859814,8,6,3,38,804,14,31,2.333333333333333,6,38,5139,27810,327.42857142857133,5943,214,0.7,31.833333333333332,35.666666666666664,6.333333333333333,0.1352852094901565,0.005216220763923944,1.2542316284596384,1.5991871898250398
506,Sungis#1306605,5,195,1.054054054054054,7,8,2,0,956,15,21,1.875,8,39,3486,35190,244.88,4442,185,0.7142857142857143,24.375,23.125,4.875,0.21521837010355696,0.004727600180099055,1.4853153869141684,2.191843787176043
510,Tofu#8477339,84,2604,0.9980835569183596,10,37,6,110,6400,184,599,2.591549295774648,71,478,21577,451706,222.5282608695652,27977,2609,0.9333333333333333,36.67605633802817,36.74647887323944,6.732394366197183,0.22875933802766557,0.021410444293526825,3.9785012185718944,4.254510693681712
511,Piramide33#4230704,156,2122,0.8923465096719932,10,40,12,110,6097,448,388,3.895652173913044,115,446,23222,517969,83.69196428571429,29319,2378,0.9285714285714286,18.452173913043477,20.678260869565218,3.878260869565217,0.20795388655820457,0.013233739213479314,4.406008404908732,4.2341236233754485
513,GOTCHEEEZE,1,4,0.2352941176470588,2,1,1,0,10,2,1,2.0,1,0,148,725,283.2,158,17,0.5,4.0,17.0,0.0,0.06329113924050633,0.006329113924050633,0.0,0.0
514,Borat Sagdiyev#6161383,220,6469,1.1084647018505829,17,53,8,12,13604,455,979,3.053691275167785,149,842,61282,914769,202.67736263736265,74886,5836,0.9649122807017544,43.41610738255034,39.16778523489933,5.651006711409396,0.18166279411371952,0.013073204604331918,4.828369242578952,5.546697850096159
515,valogaa#8941860,91,681,0.971469329529244,10,28,9,9,1259,209,84,4.976190476190476,42,120,4444,285760,65.34258373205742,5703,701,0.91,16.214285714285715,16.69047619047619,2.857142857142857,0.22076100298088724,0.014729089952656496,3.4012793526378653,3.6310313980755695
516,TTVTeddyTurtle#7845467,40,977,0.8684444444444445,10,20,6,110,4167,84,195,2.27027027027027,37,298,18326,164710,285.1,22493,1125,0.8695652173913043,26.405405405405407,30.405405405405407,8.054054054054054,0.1852576357088872,0.008669363802071756,3.1399286196906298,3.1358816005808063
517,So7e#8934771,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
519,shaunabiss81#9226082,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
520,XPFDGC#8903897,0,1,0.5,0,1,0,0,0,1,1,1.0,0,0,0,425,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
521,shifaz7000#1656799,2,2,0.4,0,1,0,0,0,2,1,2.0,0,0,0,1175,0.0,0,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
522,Eximious#1376551,0,0,0.0,0,1,0,110,0,1,0,1.0,0,0,0,200,0.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
523,marounk2006#7232596,226,3425,0.8581809070408419,14,55,8,22,8507,441,872,5.653846153846152,78,547,48009,964366,108.71428571428572,56516,3991,0.9658119658119658,43.91025641025641,51.166666666666664,7.012820512820513,0.1505237454880034,0.015429258970910893,4.207761516375418,3.738844332601316
525,mqsnvro#2530705,13,305,0.6448202959830867,9,9,5,0,1349,43,35,2.15,20,97,6390,42655,269.3023255813953,7739,473,0.7222222222222222,15.25,23.65,4.85,0.1743119266055046,0.004522548132833699,2.1635844197889935,1.9317089713191695
527,dede_tny#5783541,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
528,mshoo6_#5590774,25,533,0.7549575070821529,7,13,6,0,2213,42,114,2.625,16,102,12093,81135,336.0285714285715,14306,706,0.8064516129032258,33.3125,44.125,6.375,0.15469033971760102,0.007968684468055362,2.2359586469675654,2.093186669906237
530,GTX-SK8#6905609,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
532,mck0523#7387469,5,433,0.9271948608137044,7,12,2,0,1760,14,49,1.75,8,90,5649,68090,344.01428571428573,7409,467,0.7142857142857143,54.125,58.375,11.25,0.23754892698069915,0.006613578080712647,1.4853153869141684,1.9280475108080701
533,bawelin,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
534,TrippyChimp#5791157,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
536,Danger1248#2056031,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
538,SalamiMami_#5211775,43,997,0.7558756633813495,8,22,14,0,3520,100,154,1.9230769230769231,52,173,14699,184450,286.11,18219,1319,0.7543859649122807,19.173076923076923,25.365384615384617,3.326923076923077,0.19320489598770516,0.0084527141994621,2.9807628052456385,2.9866489669641267
539,haywire1865#9248665,3,5,0.1219512195121951,3,1,1,0,12,4,0,4.0,1,1,157,675,203.4,169,41,0.75,5.0,41.0,1.0,0.07100591715976332,0.0,0.0,0.0
540,RejjieGreen#1886504,0,0,0.0,0,1,0,0,0,1,0,1.0,0,0,0,300,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
542,Keytwo#5470460,0,28,0.7567567567567568,0,5,0,0,0,18,2,18.0,0,0,0,21975,0.0,0,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
545,chadneel,0,9,0.3214285714285714,0,2,0,111,0,7,1,7.0,0,6,0,6190,0.0,0,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
548,shapperd,0,0,0.0,0,1,0,0,0,1,0,1.0,0,0,0,200,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
549,Azalid#6015787,10,259,0.9847908745247148,8,7,5,5,1074,21,41,2.1,10,54,4157,30885,329.1428571428572,5231,263,0.6666666666666666,25.9,26.3,5.4,0.2053144714203785,0.007837889504874785,1.5350567286626973,2.2675647873971783
550,KingShennyBoi#8621592,16,47,0.4947368421052632,3,4,1,0,83,19,7,9.5,2,13,1008,16330,80.71578947368421,1091,95,0.9411764705882353,23.5,47.5,6.5,0.076076993583868,0.006416131989000917,0.6523738169975956,0.342925447224394
552,raquel_fer14#1560990,10,153,0.4346590909090909,7,7,5,110,283,61,42,4.066666666666666,15,37,3090,34910,166.66229508196722,3373,352,0.6666666666666666,10.2,23.466666666666665,2.466666666666667,0.083901571301512,0.012451823302697895,1.8053668007348067,1.1770786385472674
554,Tracy#1023014,9,306,0.95625,10,9,2,46,1175,19,86,2.1111111111111107,9,84,8131,43895,294.09473684210525,9306,320,0.8181818181818182,34.0,35.55555555555556,9.333333333333334,0.12626262626262627,0.009241349666881582,1.7977291996387252,2.1010960020777603
555,Q7 X1#4245598,225,5367,0.8834567901234568,10,51,9,110,9487,565,822,2.2244094488188977,254,625,75426,835251,281.72070796460173,84913,6075,0.9615384615384616,21.12992125984252,23.91732283464567,2.4606299212598426,0.1117261196754325,0.009680496508190736,5.324359872133209,4.891995557380821
556,o-Blasphemy-o#8083773,254,7716,1.1594290007513148,18,56,8,8,28360,492,1176,2.256880733944954,218,1123,117630,970079,275.85,145990,6655,0.9694656488549618,35.39449541284404,30.527522935779817,5.151376146788991,0.19425988081375437,0.008055346256592917,5.220082999803163,6.242939730199941
557,itayabu2008#9561132,0,0,0.0,0,1,0,0,0,1,0,1.0,0,0,0,100,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
559,Puddnchoices#1551489,32,344,0.5425867507886435,5,10,3,0,1194,48,41,3.692307692307693,13,72,7068,49660,255.85,8262,634,0.9142857142857143,26.46153846153846,48.76923076923077,5.538461538461538,0.14451706608569354,0.004962478818687969,2.345096555393405,1.3917075378024741
561,Rostty#9619528,248,8667,1.0490196078431373,14,106,11,70,39633,763,1507,3.0766129032258065,248,2024,185312,1646093,190.6844036697248,224945,8262,0.9575289575289575,34.94758064516129,33.314516129032256,8.161290322580646,0.17618973526862122,0.0066994154126564275,5.279267679725543,5.78369486117307
562,Manly#7180326,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
