,name,wins,kills,kdRatio,killstreak,level,losses,prestige,hits,timePlayed,headshots,averageTime,gamesPlayed,assists,misses,xp,scorePerMinute,shots,deaths,winRate,killsPerGame,deathsPerGame,assistsPerGame,hitRate,headshotRate,winRateAlt,kdRatioAlt
775,scrappy-tapioca#5495538,68,966,0.6474530831099196,16,18,7,4,2438,137,154,2.4035087719298245,57,146,15022,136877,286.7956204379562,17460,1492,0.9066666666666666,16.94736842105263,26.17543859649123,2.56140350877193,0.13963344788087056,0.008820160366552119,3.665699816169992,2.617686008530949
776,yamaha101101#9675698,1,1,0.1111111111111111,0,1,0,0,0,5,0,5.0,0,0,0,950,0.0,0,9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
778,ThG1#4161657,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
779,Killabone1198#8731481,0,1,0.0714285714285714,0,1,0,0,0,6,0,6.0,0,0,0,1100,0.0,0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
780,t1g_0le_bitties#5424325,5,35,0.2651515151515151,3,2,2,0,148,10,9,2.5,4,18,1818,5125,271.26,1966,132,0.7142857142857143,8.75,33.0,4.5,0.0752797558494405,0.004577822990844354,0.990210257942779,0.3675780502969406
782,GhostSorry#7214420,70,1977,1.0544,10,28,6,2,9133,130,279,2.4074074074074074,54,348,41830,280520,305.46461538461534,50963,1875,0.9210526315789473,36.611111111111114,34.72222222222222,6.444444444444445,0.1792084453426996,0.005474559974883739,3.674064253414463,4.205984778697371
783,CH1LL3V#5957400,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
784,IRKUS7125#4280617,89,741,0.6983977379830348,8,24,4,110,1934,191,135,11.9375,16,190,9882,212650,74.95916230366494,11816,1061,0.956989247311828,46.3125,66.3125,11.875,0.1636763710223426,0.011425186188219364,2.653337594401511,1.9363696919695361
785,xancito__#7289912,0,3,0.3333333333333333,0,1,0,0,0,4,1,4.0,0,0,0,1875,0.0,0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
786,UCD_281771416519uYRhqsfRpHGKejDmgnRU,1,1,0.1666666666666666,1,1,0,0,5,1,0,1.0,0,0,49,100,40.2,54,6,1.0,0.0,0.0,0.0,0.09259259259259259,0.0,0.0,0.0
787,FunkyPants#6026422,0,5,0.3125,0,1,0,0,0,8,2,8.0,0,0,0,2800,0.0,0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
789,FivesTv_KimDamZ#6406760,99,5247,1.0324675324675323,16,47,11,36,16773,291,1006,1.7117647058823529,170,874,64234,724911,262.40206185567007,81007,5082,0.9,30.86470588235294,29.894117647058824,5.141176470588236,0.20705618033009493,0.012418679867171973,4.622218593345236,5.302545139551893
790,nvalex#2099059,0,0,0.0,0,1,0,35,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
791,KerKzy0#9959551,0,8,0.5714285714285714,0,2,0,0,0,7,0,7.0,0,0,0,6175,0.0,0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
792,anon87032542#8972576,16,478,1.1601941747572817,14,9,7,0,1866,38,61,2.1111111111111107,18,64,7067,49030,253.8157894736842,8933,412,0.6956521739130435,26.555555555555557,22.88888888888889,3.5555555555555554,0.20888839135788648,0.006828613007948058,2.0106933967973317,3.3533924763940943
793,Soilder_1947#9882768,0,7,0.1296296296296296,0,2,0,110,0,8,3,8.0,0,5,0,5875,0.0,0,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
794,Jamil12345678901#7197038,12,124,0.9763779527559056,8,4,5,0,440,21,30,2.333333333333333,9,26,1680,16945,141.08571428571432,2120,127,0.7058823529411765,13.777777777777779,14.11111111111111,2.888888888888889,0.20754716981132076,0.014150943396226415,1.5509820545902728,2.145321634564498
798,Crossie666,103,3263,0.9801742264944427,14,40,8,11,7219,240,385,2.3076923076923075,104,390,31550,514296,275.7275,38769,3329,0.9279279279279279,31.375,32.00961538461539,3.75,0.18620547344527844,0.00993061466635714,4.30966002352758,4.552312257103725
799,GearHeadBabe4#7473213,254,4509,0.6468225505666332,9,62,7,110,14213,660,622,3.402061855670103,194,885,79496,1035250,205.6481818181818,93709,6971,0.9731800766283525,23.242268041237114,35.93298969072165,4.561855670103093,0.15167166440790106,0.006637569497060048,5.1265746069045415,3.407369450468591
801,dawud_12345#9677632,3,237,1.2091836734693877,11,8,5,0,1147,15,30,1.3636363636363635,11,38,5692,35655,330.88,6839,196,0.375,21.545454545454547,17.818181818181817,3.4545454545454546,0.16771457815470098,0.004386606228980845,0.899210727299389,2.8994958145572136
803,gdkrocks#4169293,65,1263,0.7540298507462686,11,22,8,10,3167,138,177,3.0,46,312,13038,179280,228.40434782608696,16205,1675,0.8904109589041096,27.456521739130434,36.41304347826087,6.782608695652174,0.19543350817648875,0.010922554767047208,3.4090642571478242,2.886909900755658
804,ScottSchwagga#1139381,92,317,0.6876355748373102,6,19,2,110,496,127,47,14.111111111111107,9,49,3271,140843,59.47086614173229,3767,461,0.9787234042553191,35.22222222222222,51.22222222222222,5.444444444444445,0.13166976373772232,0.01247677196708256,2.1504751182439596,1.5108897852832572
805,Ikertzi#8150135,0,2,0.5,0,1,0,110,0,2,0,2.0,0,0,0,3400,0.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
806,FoggierMedusa69#3061626,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
810,anon86810858#8992359,18,206,0.6866666666666666,8,11,7,0,713,44,56,2.4444444444444446,18,54,3114,64326,234.8318181818182,3827,300,0.72,11.444444444444445,16.666666666666668,3.0,0.18630781290828324,0.014632871701071335,2.0810676656852385,1.9847219404220329
812,Emilio_MX106#5573019,65,737,0.9282115869017632,16,22,5,1,1630,151,150,4.081081081081081,37,88,7424,184746,141.2105960264901,9054,794,0.9285714285714286,19.91891891891892,21.45945945945946,2.3783783783783785,0.18003092555776454,0.01656726308813784,3.3529952045982085,3.3516958458674977
813,Jackgww#2602384,2,0,0.0,0,1,0,0,0,2,0,2.0,0,0,0,100,0.0,0,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
816,zalupendrikos#3724105,0,5,0.4545454545454545,0,2,0,0,0,6,1,6.0,0,0,0,5375,0.0,0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
818,h4nna20#7670760,256,2197,0.7374958039610607,11,32,15,110,23055,601,972,4.419117647058823,136,1438,94502,348895,203.70748752079868,117557,2979,0.9446494464944649,16.154411764705884,21.904411764705884,10.573529411764707,0.19611762804426788,0.008268329406160416,4.640736718628891,3.623062364539143
820,Sourmilk176143#7076893,10,21,0.4772727272727273,2,2,0,0,46,14,2,14.0,0,2,401,7145,50.65714285714285,447,44,1.0,0.0,0.0,0.0,0.1029082774049217,0.0044742729306487695,0.0,0.0
821,GcTACO#8171226,0,6,0.24,0,2,0,0,0,12,1,12.0,0,0,0,5590,0.0,0,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822,PsychoAbdul#1841770,25,1058,1.2997542997542997,26,19,8,0,3563,55,172,2.0370370370370368,27,111,10551,150715,285.6981818181818,14114,814,0.7575757575757576,39.18518518518518,30.14814814814815,4.111111111111111,0.25244438146521186,0.012186481507722828,2.49684611060934,4.283778137877863
824,SoleBuffalo#5539720,0,6,0.3157894736842105,0,2,0,110,0,9,3,9.0,0,9,0,4225,0.0,0,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828,bdabliu#7170816,10,14,0.4242424242424242,0,3,0,0,0,14,1,14.0,0,0,0,11150,0.0,0,33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
829,Alex Garza 28#7025127,169,2334,0.8861047835990888,12,44,9,110,7642,410,336,5.125,80,409,33885,628181,102.28097560975608,41527,2634,0.949438202247191,29.175,32.925,5.1125,0.18402485130156285,0.008091121439063742,4.160463490224078,3.882934762843143
830,Btothatizzle#8019314,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
832,alias_regroupe#5107968,1,3,0.088235294117647,0,1,0,0,0,1,0,1.0,0,2,3,500,132.6,3,34,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
834,sappyasian#6143245,0,5,0.087719298245614,0,2,0,110,0,17,1,17.0,0,15,0,4275,0.0,0,57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
835,Tim586#7533989,57,682,0.9827089337175792,7,22,5,110,2426,105,140,5.526315789473684,19,191,11869,182385,87.86285714285714,14295,694,0.9193548387096774,35.89473684210526,36.526315789473685,10.052631578947368,0.1697096887023435,0.009793634137810424,2.70698422278205,2.8935264896131296
836,drummersweg#7059888,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
837,shanhe#9830930,6,38,0.2602739726027397,3,5,15,0,234,24,5,4.0,6,32,2511,22045,187.125,2745,146,0.2857142857142857,6.333333333333333,24.333333333333332,5.333333333333333,0.08524590163934426,0.0018214936247723133,0.5119312769223013,0.46634835500456223
840,byos#1375820,29,364,0.9918256130790192,8,22,4,27,1061,79,53,8.777777777777779,9,45,5107,192270,59.00506329113924,6168,367,0.8787878787878788,40.44444444444444,40.77777777777778,5.0,0.17201686121919585,0.008592736705577173,1.9308943255378899,2.179263613488785
841,p_gluszek#6717119,62,375,0.8802816901408451,10,18,2,4,1056,75,54,5.769230769230767,13,44,5257,127622,138.44,6313,426,0.96875,28.846153846153847,32.76923076923077,3.3846153846153846,0.16727387929668938,0.008553777918580707,2.4847946900408635,2.2578779555119164
843,White#5231165,0,14,1.1666666666666667,0,3,0,0,0,7,3,7.0,0,0,0,7550,0.0,0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
844,alone55,168,3075,0.9420955882352942,11,36,7,55,11950,297,374,2.4344262295081966,122,841,52216,427805,348.84444444444443,64166,3264,0.96,25.204918032786885,26.75409836065574,6.89344262295082,0.18623570115014182,0.005828631985786865,4.611860202943927,4.5258470320327095
847,Kevin#9770267,330,4559,0.7472545484346829,11,50,12,110,12761,658,747,3.1787439613526565,207,830,43777,807781,218.1091185410334,56538,6101,0.9649122807017544,22.02415458937198,29.47342995169082,4.009661835748792,0.22570660440765503,0.013212352753900031,5.145605853150794,3.98489837379066
848,brice2644#8781206,29,813,0.971326164874552,21,22,4,110,2745,100,121,4.166666666666667,24,162,12454,185538,139.476,15199,837,0.8787878787878788,33.875,34.875,6.75,0.18060398710441478,0.007961050069083493,2.7928351842451646,3.0869268387967503
849,stayhighmaine#5752318,96,843,0.5936619718309859,10,16,3,110,3471,152,109,4.342857142857143,35,184,23452,111610,297.9513157894737,26923,1420,0.9696969696969697,24.085714285714285,40.57142857142857,5.257142857142857,0.12892322549493,0.004048582995951417,3.4476102414442797,2.1106749407292784
852,瘋狂貓咪#8562444,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
853,giannisAK47#8919671,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
856,Kamdoggie15,26,522,0.6624365482233503,10,12,6,0,1480,54,62,2.16,25,92,4621,72878,290.9888888888889,6101,788,0.8125,20.88,31.52,3.68,0.2425831830847402,0.010162268480576955,2.6153366077054128,2.1323009905852803
858,APPLEBOI#7116787,3,92,0.7419354838709677,7,4,3,0,381,7,13,1.75,4,19,1625,14145,276.68571428571425,2006,124,0.5,23.0,31.0,4.75,0.18993020937188435,0.006480558325024925,0.6931471805599453,1.02854097760508
859,eltonberg05#9717480,6,119,0.6502732240437158,10,5,3,0,401,19,19,3.8,5,31,2723,19430,139.89473684210526,3124,183,0.6666666666666666,23.8,36.6,6.2,0.12836107554417414,0.006081946222791294,1.0729586082894,1.04657438021671
860,LuisHlic96#8035230,131,295,0.4160789844851904,6,30,9,110,507,231,44,12.833333333333336,18,48,2402,319395,33.654545454545456,2909,709,0.9357142857142857,16.38888888888889,39.388888888888886,2.6666666666666665,0.17428669645926434,0.015125472671020969,2.704562144888554,1.2026229458101108
861,Jehuz26#3737738,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
862,warnickbigmac#5054659,1,8,0.2580645161290322,3,1,1,0,69,3,2,3.0,1,9,487,1234,225.8,556,31,0.5,8.0,31.0,9.0,0.12410071942446044,0.0035971223021582736,0.0,0.0
863,daniil8103#9950018,0,1,0.5,0,1,0,0,0,1,0,1.0,0,0,0,150,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
864,Maxwell_TeamZ#8985174,172,3979,1.0446311367813077,19,46,6,111,11012,440,601,2.972972972972973,148,685,56385,681625,280.87636363636364,67397,3809,0.9662921348314607,26.885135135135137,25.736486486486488,4.628378378378378,0.16339006187219016,0.008917310859533806,4.828766916221504,5.2202435382797105
865,Ehunt08#1909834,65,1764,1.135135135135135,11,32,8,3,6235,179,213,3.314814814814815,54,409,23163,349240,212.58435754189944,29398,1554,0.8904109589041096,32.666666666666664,28.77777777777778,7.574074074074074,0.2120892577726376,0.007245390842914484,3.551835109954491,4.528035944748636
866,mindful-hod9#7365393,142,2981,0.7785322538521807,11,52,10,110,6287,700,585,7.36842105263158,95,463,40549,884581,98.02028571428568,46836,3829,0.9342105263157895,31.378947368421052,40.305263157894736,4.873684210526315,0.1342343496455718,0.012490392006149115,4.254279727679453,3.545340040183132
867,saurimahrez26#7676529,0,0,0.0,0,1,0,0,0,1,0,1.0,0,0,0,0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
868,climpo#2643646,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
869,god69#4825787,267,5871,0.9247125531579776,15,109,11,68,19209,643,1169,3.4202127659574466,188,1152,87241,1695009,139.0049766718507,106450,6349,0.960431654676259,31.22872340425532,33.77127659574468,6.127659574468085,0.18045091592296852,0.010981681540629404,5.029244618976966,4.842203616912054
870,angry-papa78#6726106,0,0,0.0,0,1,0,0,0,1,0,1.0,0,0,0,200,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
871,Mr Noodle8025#7870983,13,35,0.1944444444444444,2,3,1,0,164,17,2,5.666666666666668,3,11,1669,8930,271.90588235294115,1833,180,0.9285714285714286,11.666666666666666,60.0,3.6666666666666665,0.0894708128750682,0.0010911074740861974,1.0201399823346735,0.21361905612991017
872,Gordin_Teddy#9047259,167,2430,1.030097498940229,12,61,5,110,6115,450,400,6.7164179104477615,67,389,24824,1022918,92.228,30939,2359,0.9709302325581395,36.26865671641791,35.208955223880594,5.8059701492537314,0.19764698277255244,0.012928666084876693,4.082463182780763,4.331243351047074
873,ArchCowell_47#2919731,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
875,humble-motor8#8365266,62,599,0.362590799031477,8,17,4,0,1966,96,100,3.2,30,148,13286,124915,244.2625,15252,1652,0.9393939393939394,19.966666666666665,55.06666666666667,4.933333333333334,0.12890112772095463,0.0065565171780750066,3.1950642070159643,1.2332428762806484
876,GodisAntisocial-#6796128,1,1,0.2,0,1,0,0,2,2,0,2.0,0,0,8,350,65.1,10,5,1.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0
877,Goochmaster67#7360749,52,1220,0.9327217125382264,19,22,6,0,5127,119,262,2.4285714285714284,49,201,19747,179285,286.0789915966387,24874,1308,0.896551724137931,24.897959183673468,26.693877551020407,4.1020408163265305,0.20611883894829944,0.010533086757256574,3.489218198306079,3.6299852933447743
878,viibxes#5539431,4,19,0.5757575757575758,4,1,1,0,88,5,3,5.0,1,7,1071,3360,223.92,1159,33,0.8,19.0,33.0,7.0,0.07592752372735116,0.0025884383088869713,0.0,0.0
879,CYBORGMARS#2479779,11,306,0.5964912280701754,7,10,4,0,1199,25,64,1.7857142857142858,14,117,7642,54310,296.928,8841,513,0.7333333333333333,21.857142857142858,36.642857142857146,8.357142857142858,0.13561814274403347,0.007239000113109377,1.9353087083845226,1.5741745474898032
880,weicheng#4622530,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
881,Twizz#2848729,28,755,0.9630102040816326,13,17,7,0,3052,56,118,2.8,20,170,11107,122675,283.4142857142857,14159,784,0.8,37.75,39.2,8.5,0.21555194575888129,0.008333921887138922,2.3965858188431928,2.884920748129162
882,고곰#9543189,1,0,0.0,0,1,0,0,0,1,0,1.0,0,0,6,0,63.0,6,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
884,Suspe#2410971,0,17,0.7083333333333334,0,5,0,0,0,12,4,12.0,0,0,0,18335,0.0,0,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
885,hopheitlala#1099242,204,6939,1.0497730711043871,15,54,6,110,32222,497,1205,2.3779904306220097,209,1841,167278,928830,292.7118712273642,199500,6610,0.9714285714285714,33.20095693779904,31.626794258373206,8.808612440191387,0.1615137844611529,0.006040100250626566,5.189696130480102,5.608238634551258
886,BGN_samir 777#1803305,9,43,0.5657894736842105,3,5,2,1,103,13,5,6.5,2,4,373,20445,60.73846153846154,476,76,0.8181818181818182,21.5,38.0,2.0,0.21638655462184875,0.01050420168067227,0.567120420458137,0.39217537847470585
888,SirMerlock,25,222,0.5648854961832062,8,6,3,0,726,39,34,3.5454545454545454,11,50,6187,24910,329.3384615384616,6913,393,0.8928571428571429,20.181818181818183,35.72727272727273,4.545454545454546,0.10501952842470708,0.004918269926225951,2.1409779221414027,1.3545362609700722
891,Xx_silentman_xX,0,8,0.3076923076923077,0,3,0,0,0,12,1,12.0,0,0,0,10300,0.0,0,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
893,matyaslalo#1935142,313,11763,0.9541693705386112,16,120,8,110,18741,691,1633,3.169724770642202,218,2139,123139,1913145,201.257018813314,141880,12328,0.9750778816199377,53.95871559633027,56.55045871559633,9.811926605504587,0.13209049901325062,0.011509726529461516,5.250302039417398,5.137720264729724
896,classy_sparkler5#4520804,0,0,0.0,0,1,0,0,0,1,0,1.0,0,0,0,0,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
897,De_dusty2,161,4661,0.9576741319087734,19,47,21,1,14727,382,703,1.900497512437811,201,945,39990,700200,241.6523560209424,54717,4867,0.8846153846153846,23.18905472636816,24.213930348258707,4.701492537313433,0.26914852787981797,0.01284792660416324,4.691385110975336,5.078837924073013
898,PriZMatiK#8058359,205,6518,0.976186910289052,15,50,20,18,24626,443,985,2.319371727748691,191,873,100829,799800,282.59864559819414,125455,6677,0.9111111111111111,34.12565445026178,34.95811518324607,4.570680628272251,0.1962934916902475,0.007851420828185405,4.7854046788869296,5.127200569718127
899,xINZANIITYx#7400600,33,331,0.9220055710306406,10,13,5,111,1130,56,49,4.307692307692308,13,72,4706,75250,165.8464285714286,5836,359,0.868421052631579,25.46153846153846,27.615384615384617,5.538461538461538,0.1936257710760795,0.008396161754626456,2.22745602095344,2.364897596990999
901,JessHere,68,1290,0.8002481389578163,8,23,7,3,4893,130,275,2.280701754385965,57,378,19173,202086,296.7646153846153,24066,1612,0.9066666666666666,22.63157894736842,28.280701754385966,6.631578947368421,0.20331588132635253,0.011426909332668494,3.665699816169992,3.235444252795639
902,carlitospower28#2002488,0,3,0.1578947368421052,0,1,0,0,0,8,0,8.0,0,0,0,1375,0.0,0,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
904,gh569#1853417,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
906,DEUX#9050776,0,4,0.3333333333333333,0,1,0,110,0,6,1,6.0,0,3,0,2875,0.0,0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
907,alg_davide07#7413305,8,5,0.3333333333333333,0,1,0,0,0,8,1,8.0,0,0,0,3450,0.0,0,15,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
908,IrishCanelo#9737576,0,9,0.2368421052631579,0,2,0,0,0,14,1,14.0,0,0,0,7075,0.0,0,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
909,MayhemxChicx#6936296,11,281,0.8892405063291139,7,8,8,0,1234,28,37,1.75,16,57,4941,41045,254.1,6175,316,0.5789473684210527,17.5625,19.75,3.5625,0.19983805668016194,0.005991902834008097,1.6051829444546102,2.465498199206894
910,NecsarYT#8577489,3,93,0.9393939393939394,5,5,2,0,347,12,15,6.0,2,24,2274,17170,119.1,2621,99,0.6,46.5,49.5,12.0,0.13239221671117893,0.005723006486074018,0.4158883083359672,0.6511382605260092
911,CleanX#3032190,9,714,1.0056338028169014,14,14,4,0,1121,21,103,1.9090909090909087,11,69,6267,90925,233.0857142857143,7388,710,0.6923076923076923,64.9090909090909,64.54545454545455,6.2727272727272725,0.15173253925284244,0.013941526800216568,1.6600813427065644,2.4114045419408967
912,thefazecrew,54,946,0.9311023622047244,10,16,6,0,3504,116,166,2.32,50,121,16293,113355,246.69310344827588,19797,1016,0.9,18.92,20.32,2.42,0.1769965146234278,0.008385108854877001,3.5208207048853315,3.642493861353372
913,XxX NeMeSi5 XxX#3680994,252,8726,1.031320174920222,13,78,10,71,29274,542,1846,2.203252032520325,246,1574,112125,1215988,291.7948339483395,141399,8461,0.9618320610687023,35.47154471544715,34.39430894308943,6.3983739837398375,0.20703116712282266,0.013055254987659035,5.295204378072349,5.677759482631579
917,nahum624#8891131,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
918,gustavo#9367850,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
919,stricklyprickly3#2167110,100,2361,0.9978867286559594,11,30,13,111,9611,225,443,2.0642201834862384,109,417,36861,317495,253.77866666666665,46472,2366,0.8849557522123894,21.660550458715598,21.706422018348626,3.8256880733944953,0.20681270442416938,0.00953262179376829,4.151635294008091,4.681433791184703
920,kippax#1107796,0,3,0.75,0,1,0,110,0,2,0,2.0,0,0,0,2350,0.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
921,Rasen#1210295,170,3083,0.9541937480656144,11,38,6,10,12741,332,477,2.990990990990991,111,721,48468,473148,218.48674698795185,61209,3231,0.9659090909090909,27.774774774774773,29.10810810810811,6.495495495495495,0.20815566338283586,0.00779297162182032,4.5489780353585045,4.493804274418424
922,ElSAAND OLAF08#1982865,3,24,0.5853658536585366,4,2,1,0,55,11,2,11.0,1,2,151,4325,42.32727272727273,206,41,0.75,24.0,41.0,2.0,0.2669902912621359,0.009708737864077669,0.0,0.0
923,R4Z0R97#5984737,0,0,0.0,0,1,0,0,0,1,0,1.0,0,0,0,475,0.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
924,nizz_ma_killa-_#7990283,9,50,0.6410256410256411,11,10,12,111,621,55,22,5.0,11,54,1474,53409,68.58545454545455,2095,78,0.42857142857142855,4.545454545454546,7.090909090909091,4.909090909090909,0.2964200477326969,0.010501193317422435,1.027669402627873,1.5371123543579301
925,sniper_k20k20#1436566,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
927,Joluco#8115404,0,0,0.0,0,1,0,0,0,1,0,1.0,0,0,0,200,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
928,MrShivers19#2640700,189,5511,0.7666944908180301,8,49,7,19,20204,366,966,2.1916167664670656,167,1552,115533,782930,303.91803278688525,135737,7188,0.9642857142857143,33.0,43.041916167664674,9.293413173652695,0.14884666671578126,0.007116703625393224,4.935208319116157,3.9239376600206928
929,visitingaton#2762588,30,1534,1.0925925925925926,9,48,6,110,2845,362,256,12.928571428571429,28,350,11621,756457,46.14696132596686,14466,1404,0.8333333333333334,54.785714285714285,50.142857142857146,12.5,0.196668049218858,0.017696668049218857,2.77683709181267,3.6407419648210557
931,QnHx#8894407,264,6285,0.7861163227016885,11,59,9,110,21610,548,977,2.4247787610619467,226,1592,106642,1007513,261.77408759124086,128252,7995,0.967032967032967,27.809734513274336,35.376106194690266,7.04424778761062,0.16849639771699468,0.007617814926862739,5.241836043252321,4.261171040703729
933,tacomanneedscash,0,1,0.5,0,1,0,0,0,1,1,1.0,0,0,0,725,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
934,ElvictorManxdxd#7325560,10,391,0.6615905245346869,6,16,7,2,1094,64,79,3.0476190476190474,21,97,7482,114711,164.925,8576,591,0.5882352941176471,18.61904761904762,28.142857142857142,4.619047619047619,0.12756529850746268,0.009211753731343284,1.7908955516020135,2.014227196531063
935,sting#9500304,0,2,1.0,0,1,0,110,0,1,1,1.0,0,0,0,1340,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
936,JOSUERC4348#5680567,17,717,1.1291338582677166,14,18,4,9,2522,51,82,2.04,25,135,12457,131549,253.03529411764703,14979,635,0.8095238095238095,28.68,25.4,5.4,0.16836905000333802,0.00547433072968823,2.6057566201314004,3.6345416794181102
937,thedroperk12#4340157,7,74,0.6981132075471698,7,4,2,0,287,13,16,3.25,4,12,1509,12266,242.53846153846152,1796,106,0.7777777777777778,18.5,26.5,3.0,0.15979955456570155,0.008908685968819599,1.0782289475376927,0.9677904030459613
940,WildPants#5497212,0,2,0.1333333333333333,0,1,0,0,0,6,1,6.0,0,0,0,2100,0.0,0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
941,FawnBird7116937#2824379,1,18,0.2337662337662337,0,4,0,0,0,19,4,19.0,0,0,0,12985,0.0,0,77,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
942,derrickrose1254,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
944,diosflorentino,1,28,0.875,5,4,0,1,58,14,7,14.0,0,3,192,12870,12.985714285714288,250,32,1.0,0.0,0.0,0.0,0.232,0.028,0.0,0.0
946,YT GiggyFN#1508241,0,2,0.2857142857142857,0,2,0,0,0,3,0,3.0,0,0,0,3700,0.0,0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
947,botboy04#2753501,0,3,0.375,0,2,0,0,0,4,1,4.0,0,0,0,4800,0.0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
948,barcaaziz66#9762814,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
950,Hopesy#8511209,148,1101,0.9221105527638191,11,36,5,110,3738,227,138,9.869565217391305,23,237,17287,432963,101.29427312775331,21025,1194,0.9673202614379085,47.869565217391305,51.91304347826087,10.304347826086957,0.1777883472057075,0.006563614744351962,3.033027084689635,2.891272304638186
